,abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
180,White supremacists seek to stoke the fear and disruption caused by the pandemic to push their agenda and to recruit.,2020-05-03T09:00:07+0000,News,1357,8.0,The Coronavirus Becomes a Battle Cry for U.S. Extremists,U.S.,
181,"It could have saved her life, and instead it sent her to the deadliest place on earth right now: an American prison.",2020-05-03T23:08:00+0000,Op-Ed,876,,Blame the Justice Department for Andrea Circle Bear’s Death,Opinion,
182,Between the lines of “You can bet on America” were warnings not to be overconfident in predicting what the future might hold.,2020-05-03T20:16:28+0000,News,998,1.0,"Warren Buffett’s Optimistic? Pessimistic? No, Realistic",Business Day,DealBook
183,"Corrections that appeared in print on Friday, May 1, 2020.",2020-05-01T02:54:53+0000,Correction,176,23.0,"Corrections: May 1, 2020",Corrections,
184,A soapy period drama from two creators of “Glee” debuts on Netflix. And a new series on Disney Plus showcases famous film props.,2020-05-01T05:00:06+0000,News,491,15.0,What’s on TV Friday: ‘Hollywood’ and ‘Prop Culture’,Arts,Television
185,Interpreting lines from “Leaves of Grass” about the beauty and wonder to be discovered in the minuscule and routine.,2020-05-01T05:04:11+0000,News,52,,"Locked Inside, We’re Like Whitman, Finding Joy in Smallness",Books,
186,"As the pandemic hobbled the real estate industry, several huge deals crossed the finish line, including a record sale at Brooklyn Bridge Park and another Jeff Bezos acquisition in Manhattan.",2020-05-01T13:30:07+0000,News,1173,5.0,A Record Sale in Brooklyn Among April’s Closings,Real Estate,
187,"Appointment viewing is back. Find out what online events to look for today, and when to tune in.",2020-05-01T09:00:16+0000,News,1061,,This Weekend’s Livestreaming Events: Oprah Joins 200 Stars for a 24-Hour Benefit,Arts,
188, Here’s what you need to know.,2020-05-01T09:32:22+0000,briefing,1593,,"Coronavirus, Gretchen Whitmer, Joe Biden: Your Friday Briefing",Briefing,
189,The Treasury secretary ordered elite schools with “significant endowments” to return loans intended to help small businesses pay employees during the coronavirus pandemic. Some are resisting.,2020-05-01T22:16:28+0000,News,800,8.0,"Think Twice, Mnuchin Tells Prep Schools Seeking Virus Loans",U.S.,
190,"At least three boats carrying Rohingya refugees have been adrift for more than two months. As of this week, rights groups that had been tracking the boats lost sight of them.",2020-05-01T04:39:21+0000,News,1063,18.0,Hundreds of Rohingya Refugees Stuck at Sea With ‘Zero Hope’,World,Asia Pacific
191,A 5 foot 4 lawyer and a 6 foot 5 physicist were first taken by each other’s smile.,2020-05-02T09:00:05+0000,News,613,10.0,Standing on a Step Stool to Kiss the Groom,Fashion & Style,Weddings
192,"As senators prepare to return on Monday, Congress’s doctor warned that he does not have the capacity to test all 100 for coronavirus. At the White House, the president and many of his aides are tested repeatedly.",2020-05-01T23:31:06+0000,News,1621,9.0,Capitol Lacks Tests for Returning Senators While White House Tests Many in Trump’s Circle,U.S.,Politics
193,The deal for the internet domain for nonprofit organizations had set off fierce opposition.,2020-05-01T13:57:13+0000,News,791,8.0,A Private Equity Firm Is Blocked From Buying .Org,Technology,
194,Detailed results from the Kansas presidential primary election.,2020-05-02T21:13:41+0000,Interactive Feature,0,,Kansas Primary Election Results 2020,U.S.,Elections
195,"Critics called him a “gentle giant,” a 6-foot-4 internationally renowned musician and frequent soloist whose playing could be sensitive and subtle.",2020-05-01T20:13:19+0000,Obituary (Obit),1018,24.0,"Lynn Harrell, Acclaimed American Cellist, Is Dead at 76",Arts,Music
196,"Monty Bennett says the government should help companies like his. Now, Senator Chuck Schumer is asking for a review of use of the Paycheck Protection Program by Mr. Bennett’s companies.",2020-05-01T17:31:54+0000,News,1727,1.0,Hotelier’s Push for $126 Million in Small-Business Aid Draws Scrutiny,Business Day,Economy
197,"Wyatt Morgan Cooper, who is named after the newscaster’s late father, was delivered by a surrogate.",2020-05-01T04:18:58+0000,News,369,,Anderson Cooper Announces Birth of His First Child,U.S.,
198,"A vast majority of Americans are confined in stagnant, stressful places whose prospects have vanished overnight.",2020-05-01T15:35:30+0000,Op-Ed,867,,Life in Trump’s Coronavirus Ghetto,Opinion,
199,It has two things missing elsewhere: political leadership and a strong health system.,2020-05-01T09:00:22+0000,Op-Ed,1603,,How New Mexico Is Beating the Virus,Opinion,
200,"We are all in a box, and in those boxes we are grieving.",2020-05-01T23:59:30+0000,Op-Ed,879,26.0,Who Knows Where the Time Goes,Opinion,
201,Researchers are testing whether decades-old vaccines for polio and tuberculosis could protect against infection.,2020-05-01T09:00:14+0000,Op-Ed,1613,4.0,Could ‘Innate Immunology’ Save Us From the Coronavirus?,Opinion,Sunday Review
202,"When the pandemic is over, we most certainly should fear the industry more than ever.",2020-05-01T20:49:25+0000,Op-Ed,1228,,The Immunity of the Tech Giants,Opinion,
203,An emergency room doctor in Melbourne describes the terror and relief of waiting for a tsunami of coronavirus patients that never arrived.,2020-05-01T05:29:09+0000,briefing,1156,,Racing Against the Virus From Inside Australia’s Healthcare System,World,Australia
204,"Quotation of the Day for Sunday, May 3, 2020.",2020-05-03T04:08:30+0000,Quote,52,3.0,"Quotation of the Day: As Last refuge for Homeless, Subway Is Risk",Today’s Paper,
205,Here’s what you need to know about the week’s top stories.,2020-05-03T10:00:03+0000,briefing,1169,,"Reopening, Vaccine, Spring Gardens: Your Weekend Briefing",Briefing,
206,Americans without retirement savings are increasingly moving in with their millennial children.,2020-05-02T09:00:16+0000,News,1519,5.0,My Retirement Plan Is You,Business Day,
208,"The reports of gunfire came two days after the North’s leader, Kim Jong-un, reappeared in public after three weeks of absence and rumors about his health.",2020-05-03T02:59:07+0000,News,301,16.0,North and South Korea Exchange Gunfire Across Demilitarized Zone,World,Asia Pacific
209,"For three weeks, Paul Cary transported coronavirus patients to hospitals by ambulance. He had already signed up for a second 30-day deployment in New York when he started feeling sick.",2020-05-02T23:29:19+0000,News,506,9.0,Colorado Paramedic Who Came to Help New York Dies From Covid-19,New York,
210,"A few movie theaters in Texas opened on Saturday, early experiments in back-to-normal living after a long coronavirus lockdown.",2020-05-02T23:20:19+0000,News,1106,19.0,Was That a Cough? Going Back to the Movies in Texas,U.S.,
211,Is either outlook on life better suited to these difficult times? Or maybe both?,2020-05-01T12:22:05+0000,News,917,,Are You an Optimist or a Pessimist?,The Learning Network,
212,"The court is set to depart from history twice on Monday: The justices will hear arguments by conference call, and the public will be able to listen in.",2020-05-03T21:02:58+0000,News,1525,1.0,Virus Pushes a Staid Supreme Court Into Revolutionary Changes,U.S.,Politics
213,"Ayana Coston and Clinton Jordan Jr. were forced to significantly scale down their wedding plans, but still hope to eventually have a big reception.",2020-05-02T09:00:06+0000,News,332,9.0,They Shrunk a 450-Plus Guest List. For Now.,Fashion & Style,Weddings
214,"In her new audiobook, “On the Horizon,” the children’s book author remembers her childhood against the backdrop of the Pearl Harbor and Hiroshima.",2020-05-01T09:00:05+0000,Review,619,15.0,Lois Lowry’s Ode to the Fallen in World War II,Books,Book Review
215,"With demand for masks and protective gear soaring worldwide, Israeli merchants have flooded Gaza garment factories with new orders since early March.",2020-05-01T18:30:05+0000,News,1080,7.0,"In Odd Turn With Israel, Gazans Get Economic Adrenaline Shot from Virus",World,Middle East
222,"The passions of these professional foodies — chefs, bloggers, journalists — shine in these new books.",2020-05-01T20:37:45+0000,News,929,22.0,Kitchen Confidential: Three Culinary Memoirs,Books,Book Review
223,Here’s what you need to know at the end of the day.,2020-05-01T22:04:17+0000,briefing,1038,,"States Reopen, Joe Biden, Street Art: Your Friday Evening Briefing",Briefing,
224,A health economist who has taught on both sides of the border examines the difference between Canada and the United States.,2020-05-01T22:32:00+0000,News,1094,,"Two Medical Systems, Two Pandemic Responses",World,Canada
225,"After weeks of doing his show from home, Seth Meyers pines for the days when he had “an audience of human beings.”",2020-05-01T08:34:49+0000,News,613,,Late Night Hosts Are Starting to Feel the Strain,Arts,Television
226,"The city’s turbulent history has forged an irreverent, anti-authoritarian and, in some ways, cynical character. Can that survive the coronavirus?",2020-05-01T07:00:13+0000,News,1273,18.0,"Rome Has Been Sacked, Conquered and Abandoned. Now It’s the Pandemic’s Turn.",World,Europe
227,"A federal judge, rapping the Trump administration for its weak environmental assessments, has vacated hundreds of oil and gas leases across a large swath of Montana.",2020-05-02T00:19:51+0000,News,648,,"Judge Vacates Oil and Gas Leases on 145,000 Acres in Montana",Climate,
228,"Even as some governments contemplate reopening, the spread of the virus has accelerated in countries in Africa and South America.",2020-05-01T18:24:05+0000,News,828,12.0,"The Coronavirus Still Is a Global Health Emergency, W.H.O. Warns",Health,
229,The mayor’s gift for doing exactly the wrong thing was on full display when he put all Jewish New Yorkers on notice.,2020-05-01T16:11:51+0000,Op-Ed,1255,,Bill de Blasio Finds His Scapegoat,Opinion,
230,"Ashford Inc., which has come under scrutiny after receiving at least $70 million in Paycheck Protection Program loans, said on Saturday that it would return the money.",2020-05-03T01:05:35+0000,News,752,8.0,Hotel Group Will Return Tens of Millions in Small Business Loans,Business Day,Economy
231,"Unusually clear skies, sunny days and empty parks beckon, but in a city locked down by the coronavirus, almost no one is heeding their call.",2020-05-01T18:54:15+0000,News,972,7.0,"In a City Frozen in Fear, Time Freezes, Too",World,Asia Pacific
232,"Mr. Lloyd appeared in dozens of television shows and films in his career, including “Seinfeld,” “Modern Family” and “The West Wing.”",2020-05-03T01:15:49+0000,Obituary (Obit),435,21.0,"Sam Lloyd, ‘Scrubs’ Actor, Dies at 56",Arts,Television
233,"During this time of self-isolation, when the floral industry, too, is hurting, a colorful missive feels more meaningful than ever.",2020-05-02T17:02:20+0000,News,1622,2.0,10 Florists Delivering Vibrant Bouquets for Mother’s Day,T Magazine,
234,"A campaign, “Back to the Streets,” aims to create 1,000 murals by 1,000 artists in 100 cities, on walls offered by business and property owners.",2020-05-01T16:00:09+0000,News,973,2.0,Murals Send a Message of Hope in Grim Times,Arts,Art & Design
235,"The medical device, which clips onto a patient’s finger, has saved millions of lives and is a vital tool in the fight against the novel coronavirus.",2020-05-01T21:44:17+0000,Obituary (Obit),683,27.0,"Takuo Aoyagi, an Inventor of the Pulse Oximeter, Dies at 84",Science,
236,"Unless we radically change how we conduct elections, third-party candidates can’t win. But they can certainly affect the outcome — as they did in 1948, 1968, 1992, 2000 and 2016.",2020-05-01T09:00:18+0000,Op-Ed,1087,22.0,Justin Amash Can Only Cause Trouble,Opinion,
237,"“Telephone,” a novel whose multiple versions were originally intended as a secret before the coronavirus pandemic, is the latest from a rule-breaking writer.",2020-05-03T09:00:08+0000,News,1137,5.0,Percival Everett Has a Book or Three Coming Out,Books,
238,"How Billy Eichner, Lizzie Asher and Andrew Saffir are not partying.",2020-05-01T09:00:11+0000,News,900,8.0,Virtual Galas and ‘Foodathons’,Style,
