abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
Our housing crisis is a symptom of America’s wealth — and its indifference.,2020-05-15T09:00:44+0000,Op-Ed,1996,10,America’s Cities Could House Everyone if They Chose To,Opinion,Sunday Review
"Hear tracks by Future, Rico Nasty, Kaitlyn Aurelia Smith and others.",2020-05-15T15:43:52+0000,News,1079,,"Aventura’s Stripped-Down Livestream, and 10 More New Songs",Arts,Music
"Doctors have reported a flurry of cases in Covid-19 patients — including a healthy 27-year-old emergency medical technician in Queens. After a month in the hospital, he is learning to walk again.",2020-05-14T20:52:23+0000,News,1595,12,Coronavirus May Pose a New Risk to Younger Patients: Strokes,Health,
"An amendment that went into effect this week allows polygamy to be punished as an infraction in some cases, but it remains a felony if force, threats or other abuses are involved.",2020-05-13T22:08:30+0000,News,888,,"Utah Lowers Penalty for Polygamy, No Longer a Felony",U.S.,
"Hundreds of maximum-security inmates, including three mob bosses, were granted house arrest because of health concerns. The backlash forced the government to scramble.",2020-05-13T13:06:40+0000,News,1230,5,"In Italy, Some Fear the Virus Is a Get-Out-of-Jail Card for Mafiosi",World,Europe
Law enforcement officials’ abrupt decision to end the case drew accusations from former colleagues that they had undermined the rule of law.,2020-05-13T01:16:34+0000,News,995,1,Judge Hesitates to Accept Justice Dept. Move to Drop Flynn Charge,U.S.,Politics
You don’t have to boil noodles or make a roux for this super easy version of the classic comfort food.,2020-05-13T18:55:55+0000,News,441,,"The Easiest, Crunchiest Baked Mac and Cheese",Food,
Meyers joked that a majority of Americans somehow couldn’t bring themselves to trust a guy who believes Covid-19 “could be cured by eating Lysol wipes out of a salad bowl with a fork and a knife.”,2020-05-14T06:38:03+0000,News,628,,Trump’s Low Approval Ratings Don’t Surprise Seth Meyers,Arts,Television
He was commissioner of the upstart American Basketball Association and built the Indiana Pacers and the Kentucky Colonels into champions.,2020-05-13T22:42:35+0000,Obituary (Obit),912,11,"Mike Storen, 84, Dies; Ran a Basketball League and Three Teams",Sports,Pro Basketball
State officials said Karl Manke’s decision to reopen his shop during the coronavirus pandemic jeopardized public health and safety.,2020-05-14T02:18:37+0000,News,736,,Michigan Barber Has Licenses Suspended After Defying Shutdown Orders,U.S.,
"Former Representative David Rivera, a strident anti-communist, was quietly consulting for President Nicolás Maduro’s socialist government. He produced five pages of reports, the lawsuit said.",2020-05-13T16:45:09+0000,News,683,6,Venezuelan Oil Company Sues Miami Ex-Congressman Over $50 Million Deal,U.S.,
This word has appeared in 54 articles on NYTimes.com in the past year.,2020-05-14T06:00:01+0000,News,198,,Word + Quiz: paucity,The Learning Network,
Critics of the Philippine president say the move was yet more evidence of an increasingly domineering government using a crisis like the pandemic to crack down on dissent.,2020-05-14T04:59:52+0000,News,899,,Duterte’s Shutdown of TV Network Leaves Void Amid Coronavirus Crisis,World,Asia Pacific
"Appointment viewing is back. Find out what online events to look for today, and when to tune in.",2020-05-13T08:11:03+0000,News,450,,"Wednesday’s Livestreaming Events: Padma Lakshmi, Connie Britton, Gabrielle Union and More",Arts,
"Mike Garcia, who won the endorsement of President Trump, flipped California’s 25th Congressional District after Representative Katie Hill, a Democrat, resigned last year.",2020-05-13T21:04:11+0000,News,555,19,Republican Wins House Seat in California Special Election,U.S.,Politics
Journalists covering the pandemic have faced the wrath of people who are against social-distancing restrictions.,2020-05-13T21:00:05+0000,News,880,3,Anti-Lockdown Protesters Get in Reporters’ (Masked) Faces,Business Day,Media
All the world with an internet connection has suddenly become a stage. A lot of those stages have programmed Shakespeare.,2020-05-13T14:00:08+0000,News,1418,5,Is This a Livestream I See Before Me?,Theater,
"Teenage comments in response to our recent writing prompts, and an invitation to join the ongoing conversation.",2020-05-14T19:25:28+0000,News,4365,,"What Students Are Saying About Post-Quarantine Plans, Leadership and Masks",The Learning Network,
A letter from inside Marion Correctional Institution is the voice of those locked in cages and discarded during this pandemic.,2020-05-13T09:00:16+0000,Op-Ed,2652,,Let Our People Go,Opinion,
The president’s re-election strategy isn’t based on reality. How could it be?,2020-05-13T09:00:24+0000,Op-Ed,2385,,Trump Is Staking Out His Own Universe of ‘Alternative Facts’,Opinion,
Is it OK to admit that I’m grateful for the isolation of the past few months?,2020-05-15T09:00:09+0000,News,1012,,Finding Solace During This Great Global Pause,Well,Mind
Meyers joked that a majority of Americans somehow couldn’t bring themselves to trust a guy who believes Covid-19 “could be cured by eating Lysol wipes out of a salad bowl with a fork and a knife.”,2020-05-14T06:38:03+0000,News,628,,Trump’s Low Approval Ratings Don’t Surprise Seth Meyers,Arts,Television
Critics of the Philippine president say the move was yet more evidence of an increasingly domineering government using a crisis like the pandemic to crack down on dissent.,2020-05-14T04:59:52+0000,News,899,,Duterte’s Shutdown of TV Network Leaves Void Amid Coronavirus Crisis,World,Asia Pacific
"Appointment viewing is back. Find out what online events to look for today, and when to tune in.",2020-05-13T08:11:03+0000,News,450,,"Wednesday’s Livestreaming Events: Padma Lakshmi, Connie Britton, Gabrielle Union and More",Arts,
State officials said Karl Manke’s decision to reopen his shop during the coronavirus pandemic jeopardized public health and safety.,2020-05-14T02:18:37+0000,News,736,,Michigan Barber Has Licenses Suspended After Defying Shutdown Orders,U.S.,
You don’t have to boil noodles or make a roux for this super easy version of the classic comfort food.,2020-05-13T18:55:55+0000,News,441,,"The Easiest, Crunchiest Baked Mac and Cheese",Food,
Journalists covering the pandemic have faced the wrath of people who are against social-distancing restrictions.,2020-05-13T21:00:05+0000,News,880,3,Anti-Lockdown Protesters Get in Reporters’ (Masked) Faces,Business Day,Media
The president’s re-election strategy isn’t based on reality. How could it be?,2020-05-13T09:00:24+0000,Op-Ed,2385,,Trump Is Staking Out His Own Universe of ‘Alternative Facts’,Opinion,
"Teva, the world’s largest maker of generic drugs, recently pulled out of settlement talks with the Justice Department.",2020-05-15T15:01:47+0000,News,1124,3,A Drug Company Wagers the U.S. Won’t Dare Charge It With Crimes,U.S.,Politics
Technology — if we keep it in its place — can empower creative teachers to shine.,2020-05-15T16:30:15+0000,News,1176,,Using Tech to Teach — Smartly,Technology,
"“Joining the ranks of every other clichéd gay in L.A.,” Fran Tirado is writing scripts and monitoring the platform’s L.G.B.T.Q. content.",2020-05-13T09:00:08+0000,News,1639,4,The Pandemic Work Diary of Netflix’s Queer Champion,Business Day,
A judge said prosecutors had failed to prove that Lou Anna K. Simon knew of sexual abuse committed by Dr. Lawrence G. Nassar when he was employed by the university.,2020-05-13T22:43:36+0000,News,503,12,Charges Against Former Michigan State President Are Dismissed,U.S.,
"Teva, the world’s largest maker of generic drugs, recently pulled out of settlement talks with the Justice Department.",2020-05-15T15:01:47+0000,News,1124,3,A Drug Company Wagers the U.S. Won’t Dare Charge It With Crimes,U.S.,Politics
Technology — if we keep it in its place — can empower creative teachers to shine.,2020-05-15T16:30:15+0000,News,1176,,Using Tech to Teach — Smartly,Technology,
"A 16.4 percent sales decline in April may signal the bottom for retailers, but the climb back will be hard, and some companies may not make it.",2020-05-15T12:35:11+0000,News,1464,1,"When Shoppers Venture Out, What Will Be Left?",Business Day,Economy
"The British government promised 100,000 daily tests by April 30. It delivered. But the frantic push to hit that deadline has left labs scrabbling for supplies just when they need to expand further.",2020-05-15T17:23:21+0000,News,1490,5,U.K. Coronavirus Testers Pay Price for a Day of Triumph,World,Europe
"The bill faces a veto threat from President Trump, near-unanimous opposition by Republicans and complaints from Democrats, but leaders called it their opening offer in talks on the next round of pandemic relief.",2020-05-15T23:21:36+0000,News,1047,10,House Passes $3 Trillion Aid Bill Over Republican Opposition,U.S.,Politics
"This week’s properties include a four-bedroom in Millstone, N.J., and a five-bedroom in Laurel Hollow, N.Y.",2020-05-14T13:00:32+0000,News,118,,Homes for Sale in New York and New Jersey,Real Estate,
"This week’s properties include a four-bedroom in Millstone, N.J., and a five-bedroom in Laurel Hollow, N.Y.",2020-05-14T13:00:28+0000,Slideshow,0,,On the Market in the New York Region,Real Estate,
"Robert S. Tesh made “credible threats” via social media messages to kill Gov. Gretchen Whitmer and Michigan’s attorney general, Dana Nessel, the authorities said.",2020-05-15T23:20:53+0000,News,406,26,"Man Faces Terrorism Charge After Threatening to Kill Michigan’s Governor, Officials Say",U.S.,
"Cornelia Vertenstein, a Holocaust survivor, is still teaching piano lessons over FaceTime from her Denver home.",2020-05-15T09:00:29+0000,News,1226,1,A 92-Year-Old Piano Teacher Won’t Let Students Miss Bach in the Pandemic,U.S.,
"Jennifer Loya, 30, helped a drug network in San Antonio stay a step ahead of drug enforcement agents through her access to information as a federal employee, according to court documents.",2020-05-14T22:15:20+0000,News,923,23,"Paralegal for U.S. Attorney Tipped Off Drug Cartel, Prosecutors Say",U.S.,
"Charles Roberts, who died at age 45, was the “poster image” of a police officer, said a colleague in the New Jersey town where he worked for 20 years.",2020-05-14T22:16:36+0000,News,1078,13,The Virus Killed an Officer. His Town Lined the Streets to Mourn Him.,New York,
"While some of the encounters have been reported publicly before, the Navy records are an official accounting of the incidents, including descriptions from the pilots of what they saw.",2020-05-14T22:46:59+0000,News,845,23,Navy Reports Describe Encounters With Unexplained Flying Objects,U.S.,Politics
"The Criterion Channel is revisiting “Investigation of a Citizen Above Suspicion,” Elio Petri’s Oscar-winning movie from 1970.",2020-05-14T14:00:08+0000,News,526,4,"A Cop Gets Away With Murder, Italian Style",Movies,
The move is a major escalation in the investigation into the senator’s sale of stocks that came as President Trump and other Republicans were playing down the threat of the coronavirus.,2020-05-14T16:07:04+0000,News,1284,22,Richard Burr Steps Back From Senate Panel as Phone Is Seized in Stock Sales Inquiry,U.S.,Politics
"New federal charges accuse members of the gang of committing murders in a Queens park, on a subway platform and outside a residential home.",2020-05-14T22:37:23+0000,News,880,,"Screams in a Park, a Body With a Tattoo and MS-13 Is Now Accused",New York,
"A sailor infected with the coronavirus was quickly whisked off the ship, which is docked in Guam as Navy officials prepare for the vessel to deploy.",2020-05-13T21:11:46+0000,News,995,8,Aircraft Carrier Fought the Virus For Weeks. Now It’s Back Aboard.,U.S.,Politics
Arkansas officials said they would not approve the planned Friday concert by Travis McCready as the promoters announced a second show in nearby Missouri.,2020-05-13T19:42:39+0000,News,708,,Officials Move to Block Concert Billed as First Since Virus Hit,Arts,Music
The chef behind the Momofuku empire won’t reopen Nishi in New York and CCDC in Washington.,2020-05-13T20:32:36+0000,News,565,,David Chang Permanently Closes 2 of His Restaurants,Food,
The designer let her larger-than-life husband Charles do the talking. But the style symbolized by their shared name was a joint creation.,2020-05-15T14:12:23+0000,News,1156,8,"Ray Eames, Out of Her Husband’s Shadow",Arts,
"The 6.5-magnitude earthquake in a remote area of the state, felt as far as California and Utah, was the strongest there since the 1950s, an expert said.",2020-05-15T15:14:32+0000,News,578,22,Strong Earthquake Hits Western Nevada,U.S.,
"Yaakov Shereshevsky has been saying the Viduy, a Jewish prayer, for terminal Covid patients.",2020-05-15T09:00:26+0000,News,1088,2,How a Nurse Who Gives Last Rites Spends His Sundays,New York,
"The pandemic has intensified the push-pull between labor and the retail giant, which is required by European law to deal with unions — and has prospered anyway.",2020-05-14T17:44:48+0000,News,1487,1,Amazon’s Showdown in France Tests Its Ability to Sidestep Labor,Technology,
"Like jails, ICE facilities are faced with tough decisions as to how to keep their dense populations safe.",2020-05-15T09:00:20+0000,News,1078,1,‘Everybody Was Sick’: Inside an ICE Detention Center,New York,
Living alone through the pandemic. A very reliable audiobook narrator. Remembering Little Richard and Jerry Stiller. A pandemic hasn’t stopped this ice cream man. And more.,2020-05-15T12:37:53+0000,News,512,,11 of Our Best Weekend Reads,Briefing,
Did you follow the headlines this week?,2020-05-15T07:51:08+0000,Interactive Feature,0,,"News Quiz: Coronavirus, Walt Disney, Little Richard",Briefing,
"The ruling revived the state’s case against Brandon Bostian, a former Amtrak engineer, who has been charged with more than 200 crimes, including eight counts of involuntary manslaughter.",2020-05-15T22:28:40+0000,News,585,26,Judge Reinstates Charges Against Engineer in Philadelphia Train Wreck That Killed 8,U.S.,
Remember this the next time you order takeout.,2020-05-14T09:00:17+0000,Op-Ed,1130,12,What I Want the Woman Behind the Counter to Know,Opinion,Sunday Review
Door attendants and supers keep New York’s miniature vertical cities humming. But that’s not all they’re doing.,2020-05-15T09:00:46+0000,News,1403,1,Lobby Heroes of the Lockdown,New York,
"From Agatha Christie to Raymond Chandler to Patricia Highsmith, classic detective stories are given new life in audio form.",2020-05-15T09:00:08+0000,Review,1244,12,‘Killing People in Fiction Was Fun’: Mysteries That Have Stood the Test of Time,Books,Book Review
Fraudsters see opportunities to target us in these uncertain times. Here are their most popular schemes and how we can protect ourselves.,2020-05-13T09:00:21+0000,News,1348,7,"A Guide to Pandemic Scams, and What Not to Fall For",Technology,Personal Tech
"Great-smelling shower products, in bulk — and more.",2020-05-14T13:00:11+0000,News,1207,,The T List: Five Things We Recommend This Week,T Magazine,
"“How to Get Away With Murder” is coming to an end, leaving behind a groundbreaking legacy.",2020-05-14T19:00:10+0000,Op-Ed,1207,,Goodbye to One of the Most Complex Black Women on TV,Opinion,
The risk of a violent reaction now hangs over jobs already fraught with health perils.,2020-05-15T17:01:51+0000,News,1285,11,"Who’s Enforcing Mask Rules? Often Retail Workers, and They’re Getting Hurt",U.S.,
"Christopher Adams offers us a crackling Friday puzzle. Yes, you did, Mr. Adams.",2020-05-15T02:00:04+0000,News,1222,,Tailgater’s Headgear,Crosswords & Games,
"In this Netflix comedy featuring David Spade and Lauren Lapkus, a texting mix-up leads to calamitous times at a retreat.",2020-05-14T11:00:25+0000,Review,341,6,‘The Wrong Missy’ Review: Bad Romance,Movies,
Egyptian officials have jailed the relatives of President Abdel Fattah el-Sisi’s loudest critics in exile. It is his latest effort to silence all opposition.,2020-05-14T09:00:30+0000,News,1004,17,"Outside Egypt, Critics Speak Freely. Inside, Families Pay the Price.",World,Middle East
"The National Theater in London is streaming a recent hit. And on Amazon, Kristen Stewart plays the actress Jean Seberg in “Seberg.”",2020-05-15T05:00:06+0000,News,488,15,What’s on TV Friday: ‘Barber Shop Chronicles’ and ‘Seberg’,Arts,Television
"The health care expert told the Senate “what Donald Trump did not want them to hear,” a reader writes. Also: The president’s tax records; the Colombian government, on alleged army spying.",2020-05-14T17:54:23+0000,Letter,661,26,Trump’s Criticism of Fauci,Opinion,Letters
"Do you like to draw, sketch or doodle? What do you tend to depict when you do?",2020-05-15T07:00:02+0000,News,87,,Drawing,The Learning Network,
"As the acting director of the Domestic Policy Council, which oversees the president’s domestic agenda, Ms. Rollins will lead one of the least visible but most crucial bodies during the president’s tenure.",2020-05-15T01:03:33+0000,News,312,23,Trump to Name Brooke Rollins as Domestic Policy Adviser,U.S.,Politics
"The juiciest fashion memoir of the year is out. But is it a tell-all, a tragedy or a harbinger of things to come?",2020-05-14T09:00:15+0000,News,1560,3,André Leon Talley’s Tales From the Dark Side,Style,
"Charles Roberts, who died at age 45, was the “poster image” of a police officer, said a colleague in the New Jersey town where he worked for 20 years.",2020-05-14T22:16:36+0000,News,1078,13,The Virus Killed an Officer. His Town Lined the Streets to Mourn Him.,New York,
Test your knowledge of this week’s health news.,2020-05-15T09:00:05+0000,Interactive Feature,0,,"Weekly Health Quiz: Gyms, Elevators and Coronavirus",Well,Live
"A successful investor, he was a major benefactor of Central Park, the New-York Historical Society and the Museum of Natural History.",2020-05-14T18:48:49+0000,Obituary (Obit),1110,25,"Richard Gilder, Donor to Parks, Museum and History, Dies at 87",New York,
"Jennifer Loya, 30, helped a drug network in San Antonio stay a step ahead of drug enforcement agents through her access to information as a federal employee, according to court documents.",2020-05-14T22:15:20+0000,News,923,23,"Paralegal for U.S. Attorney Tipped Off Drug Cartel, Prosecutors Say",U.S.,
"Treat yourself to a Bloody Mary, alcoholic or non, and think of Gabrielle Hamilton’s Prune. Or settle in with some barbecued chicken or lemony orzo.",2020-05-15T14:30:02+0000,News,590,,What to Cook This Weekend,Food,
"We wanted to know how those living alone during the coronavirus pandemic were faring in isolation. More than 2,000 people around the world responded.",2020-05-13T21:02:57+0000,News,207,,Modern Love Podcast: Alone.,Style,
Advice to cottage and cabin owners during the pandemic varies by region and can sometimes be contradictory.,2020-05-15T19:36:32+0000,News,1051,,What Coronavirus Means for Going to the Lake,World,Canada
"Dr. Rick Bright said America could be facing its “darkest winter.” “The good news is, it sounds like he’s saying we might make it to winter,” said Kimmel.",2020-05-15T07:06:51+0000,News,757,,Jimmy Kimmel Finds a Silver Lining in Whistle-Blower’s Testimony,Arts,Television
"The juiciest fashion memoir of the year is out. But is it a tell-all, a tragedy or a harbinger of things to come?",2020-05-14T09:00:15+0000,News,1560,3,André Leon Talley’s Tales From the Dark Side,Style,
"Charles Roberts, who died at age 45, was the “poster image” of a police officer, said a colleague in the New Jersey town where he worked for 20 years.",2020-05-14T22:16:36+0000,News,1078,13,The Virus Killed an Officer. His Town Lined the Streets to Mourn Him.,New York,
"Jennifer Loya, 30, helped a drug network in San Antonio stay a step ahead of drug enforcement agents through her access to information as a federal employee, according to court documents.",2020-05-14T22:15:20+0000,News,923,23,"Paralegal for U.S. Attorney Tipped Off Drug Cartel, Prosecutors Say",U.S.,
"Treat yourself to a Bloody Mary, alcoholic or non, and think of Gabrielle Hamilton’s Prune. Or settle in with some barbecued chicken or lemony orzo.",2020-05-15T14:30:02+0000,News,590,,What to Cook This Weekend,Food,
"Dr. Rick Bright said America could be facing its “darkest winter.” “The good news is, it sounds like he’s saying we might make it to winter,” said Kimmel.",2020-05-15T07:06:51+0000,News,757,,Jimmy Kimmel Finds a Silver Lining in Whistle-Blower’s Testimony,Arts,Television
"While some of the encounters have been reported publicly before, the Navy records are an official accounting of the incidents, including descriptions from the pilots of what they saw.",2020-05-14T22:46:59+0000,News,845,23,Navy Reports Describe Encounters With Unexplained Flying Objects,U.S.,Politics
The move is a major escalation in the investigation into the senator’s sale of stocks that came as President Trump and other Republicans were playing down the threat of the coronavirus.,2020-05-14T16:07:04+0000,News,1284,22,Richard Burr Steps Back From Senate Panel as Phone Is Seized in Stock Sales Inquiry,U.S.,Politics
"New federal charges accuse members of the gang of committing murders in a Queens park, on a subway platform and outside a residential home.",2020-05-14T22:37:23+0000,News,880,,"Screams in a Park, a Body With a Tattoo and MS-13 Is Now Accused",New York,
"The Criterion Channel is revisiting “Investigation of a Citizen Above Suspicion,” Elio Petri’s Oscar-winning movie from 1970.",2020-05-14T14:00:08+0000,News,526,4,"A Cop Gets Away With Murder, Italian Style",Movies,
The White House has called for building up U.S. manufacturing and criticized a tech supply chain centered in China.,2020-05-14T22:22:37+0000,News,995,6,"T.S.M.C. Is Set to Build a U.S. Chip Facility, a Win for Trump",Technology,
"We wanted to know how those living alone during the coronavirus pandemic were faring in isolation. More than 2,000 people around the world responded.",2020-05-13T21:02:57+0000,News,207,,Modern Love Podcast: Alone.,Style,
"A sailor infected with the coronavirus was quickly whisked off the ship, which is docked in Guam as Navy officials prepare for the vessel to deploy.",2020-05-13T21:11:46+0000,News,995,8,Aircraft Carrier Fought the Virus For Weeks. Now It’s Back Aboard.,U.S.,Politics
Naomi Safran-Hon’s textured paintings of abandoned houses hint at our entangled and contradictory relationships to the places we live.,2020-05-15T14:00:10+0000,News,1795,15,Paintings that Demolish the Myths of What a Home Should Be,Arts,Art & Design
Fraudsters see opportunities to target us in these uncertain times. Here are their most popular schemes and how we can protect ourselves.,2020-05-13T09:00:21+0000,News,1348,7,"A Guide to Pandemic Scams, and What Not to Fall For",Technology,Personal Tech
"Great-smelling shower products, in bulk — and more.",2020-05-14T13:00:11+0000,News,1207,,The T List: Five Things We Recommend This Week,T Magazine,
"“How to Get Away With Murder” is coming to an end, leaving behind a groundbreaking legacy.",2020-05-14T19:00:10+0000,Op-Ed,1207,,Goodbye to One of the Most Complex Black Women on TV,Opinion,
The risk of a violent reaction now hangs over jobs already fraught with health perils.,2020-05-15T17:01:51+0000,News,1285,11,"Who’s Enforcing Mask Rules? Often Retail Workers, and They’re Getting Hurt",U.S.,
"Ron Yu, a racket technician for some of the best players in the world, has lost his primary source of income during the coronavirus pandemic but also remembered how much he loves the sport.",2020-05-15T17:57:50+0000,News,1017,2,"As His Pay Shrinks in the Absence of Tennis, His Heart Grows Fonder",Sports,Tennis
Watching familiar plays online can be a comfort — and sometimes a revelation.,2020-05-14T18:08:01+0000,News,1189,3,"On Second Viewing, First Impressions Don’t Always Hold",Theater,
Her dorm closed for the quarantine. In a month she ages out of foster care. What happens when there is no safety net?,2020-05-15T09:00:17+0000,News,1212,3,She Escaped Sex Work for College. Now the Virus Threatens Her New Life.,New York,
"And when it comes to coronavirus, are we too quick to blame the sick?",2020-05-14T09:00:22+0000,Op-Ed,766,,Bill Barr’s Junk Justice,Opinion,
"One sick singer attended choir practice, infecting 52 others, two of whom died. A study released by the C.D.C. shows that self-isolation and tracing efforts helped contain the outbreak.",2020-05-13T00:09:35+0000,News,950,11,Coronavirus Ravaged a Choir. But Isolation Helped Contain It.,Health,
"Your child may have setbacks during the school shutdown. But remember, schools will open again at some point and help get things back on track.",2020-05-13T18:00:05+0000,News,1368,,The Extra Burden for Parents of Children With Special Needs,Well,Family
"Dining rooms are reopening in many states, but that doesn’t mean you should go. Before you decide, public health experts advise taking these steps.",2020-05-15T17:30:09+0000,News,1159,,Is It Safe to Go Out to Eat?,Food,
"Ruh-roh. The Scooby-Doo sleuths are at it again, this time in a frantic overhaul maladroitly designed to make the Hanna-Barbera franchise seem fresh.",2020-05-15T07:01:05+0000,Review,294,6,‘Scoob!’ Review: Once More Into the Mystery Machine,Movies,
"Overwhelmed by bodies, funeral homes are struggling to fulfill their mission to grieving families.",2020-05-14T09:00:33+0000,News,3758,,How Do You Maintain Dignity for the Dead in a Pandemic?,Magazine,
The great outdoors can be made a little smaller for a close-to-home adventure.,2020-05-15T09:00:23+0000,News,1257,3,"This Summer, Consider Camping in Your Own Backyard",Smarter Living,
"As the storm brought torrential rains to Luzon, an island that is home to 60 million people, officials warned that evacuation centers could become hotbeds for the spread of the coronavirus.",2020-05-15T04:02:18+0000,News,673,18,Severe Tropical Storm Vongfong Takes Aim at Philippine Heartland,World,Asia Pacific
"The nation’s largest public university system will stay online, but other colleges are determined to bring back students. The patchwork could look much like the rest of the country.",2020-05-14T09:00:15+0000,News,1144,7,Campus Life in the Fall? A Test With No Clear Answer,U.S.,
And we know how that worked out.,2020-05-15T09:00:46+0000,Op-Ed,1035,,Trump Is Following in Herbert Hoover’s Footsteps,Opinion,
"Researchers compared 10 cases in Italy with previous cases of a similar childhood illness, Kawasaki disease. The rate of the new cases was much higher, and the conditions were more serious.",2020-05-13T22:37:58+0000,News,600,,"New Inflammatory Condition in Children Probably Linked to Coronavirus, Study Finds",Health,
Friday: A look at how history has shaped American nursing. Also: Gov. Gavin Newsom unveiled his revised budget proposal.,2020-05-15T13:01:06+0000,briefing,1227,,Why So Many Filipino Californians Are on the Front Lines,U.S.,
"Social media is already filling up with misinformation about a Covid-19 vaccine, months or years before one even exists.",2020-05-13T15:00:07+0000,News,1181,1,Get Ready for a Vaccine Information War,Technology,
"When easing social-distancing rules during the pandemic, should certain businesses and public places reopen first, while others remain closed?",2020-05-14T17:07:52+0000,News,1705,,What’s Going On in This Graph? | Easing Lockdowns,The Learning Network,
How dystopian and utopian shows like “Westworld” and “Hollywood” can help us map out a better future.,2020-05-14T20:43:35+0000,News,158,,"New Loop, America",Podcasts,
"As businesses across the country remain shuttered, movie theater marquees offer jokes and advice to those wandering by.",2020-05-15T19:39:27+0000,News,792,2,"With Movie Theaters Closed, Marquees Go Viral",Movies,
"As wineries face disruptions in sales and cash flow, growers seek creative solutions to help their customers and themselves.",2020-05-14T15:12:53+0000,News,1565,4,"For Farmers of Wine Grapes, the Pandemic Sows Doubts",Food,"Wine, Beer & Cocktails"
"It’s a relief or a nightmare, irritating and liberating, and already, for many, interminable. This is living alone in a pandemic.",2020-05-13T09:00:22+0000,News,3619,,Alone.,Style,
The reported numbers leave out thousands of deaths clearly resulting from the pandemic.,2020-05-14T00:00:20+0000,Op-Ed,1284,23,"America’s True Covid Toll Already Exceeds 100,000",Opinion,
"Tips on how to lead a more pleasurable, more cultured, happier life at home.",2020-05-13T15:30:07+0000,Letter,745,,This Isn’t Forever. But We Can Make It Better Now.,At Home,
"Parents are facing difficult moments as children confront the death of a loved one, something they may not fully understand.",2020-05-13T09:00:09+0000,News,1474,3,"Kids Are Grieving, Too",Parenting,
"Borrowers with privately held mortgages don’t have the same options as those with government-backed loans. Some are being told they can skip payments, if they make them up all at once.",2020-05-15T20:12:46+0000,News,1586,1,"Mortgage Relief That Comes With a $4,000 Bill",Business Day,
"Professional golf is making plans to resume play even as coronavirus concerns linger, leaving players and caddies to figure out how close is close enough for a consultation.",2020-05-14T19:06:46+0000,News,774,12,A Caddie’s Most Important Measure of Distance? Now It’s Six Feet,Sports,Golf
"Nearly three million new unemployment claims brought the two-month total to more than 36 million, even with some still frustrated in seeking benefits.",2020-05-14T12:38:19+0000,News,1306,1,‘Rolling Shock’ as Job Losses Mount Even With Reopenings,Business Day,Economy
"The new health minister, Nelson Teich, quit after four weeks, deepening the coronavirus crisis in Brazil, where the death rate is rising and the president wants people to return to work now.",2020-05-15T21:31:01+0000,News,859,5,Another Health Minister in Brazil Exits Amid Chaotic Coronavirus Response,World,Americas
"More Americans are leave their homes, even in states that haven’t reopened yet.",2020-05-14T00:31:59+0000,briefing,1348,,Coronavirus Briefing: What Happened Today,U.S.,
The world is watching Sweden’s high-stakes gamble.,2020-05-15T22:32:21+0000,briefing,1027,,Coronavirus Briefing: What Happened Today,U.S.,
Here’s what you need to know at the end of the day.,2020-05-13T21:39:32+0000,briefing,1181,,"Texas, Vaccines, Tomatoes: Your Wednesday Evening Briefing",Briefing,
"The doctor, Jonathan Yates, worked at a hospital in West Virginia. He was accused of causing bodily injury to some veterans and abusive sexual contact while they were incapacitated, according to the federal indictment.",2020-05-13T03:33:23+0000,News,322,,Former Veterans Affairs Doctor Is Charged With Sexual Abuse of Patients,U.S.,
"The Trump administration has taken some steps to address spreading hunger during the economic crisis, but it has shied away from expanding programs that could provide more immediate relief.",2020-05-13T17:31:43+0000,News,1642,7,"As Hunger Spreads With Pandemic, Government Takes Timid Steps",U.S.,Politics
"I gathered over three million followers as a beauty guru. In quarantine, I’m wondering if I’ve been wearing makeup all wrong.",2020-05-14T08:50:03+0000,Video,0,,Does It Matter What I Look Like When No One’s Watching?,Opinion,
"The rush for houses got an early start as people sought to avoid the coronavirus outbreak in New York City, though some deals have gotten tangled in new statewide rules on evictions.",2020-05-13T09:00:28+0000,News,1671,1,"As Summer Nears, the Hamptons Face a ‘Feeding Frenzy’",Real Estate,
That’s what American social and pop culture taught me.,2020-05-15T14:10:15+0000,News,1265,6,Is Marriage a Prize?,Arts,
The program allows people in the Seattle area to easily take a coronavirus test at home. Researchers say such testing is essential for future monitoring of the virus.,2020-05-15T19:23:20+0000,News,1026,17,F.D.A. Halts Coronavirus Testing Program Backed by Bill Gates,U.S.,
"In the 19th century, a Christmas symphony became a flash point in the battle over the orchestra’s commitment to new American music.",2020-05-13T13:00:07+0000,News,1035,3,When the New York Philharmonic Fought Over Santa Claus,Arts,Music
He lost his legs in a 2003 suicide attack but continued his scholarship and field work on behalf of the world’s displaced.,2020-05-15T18:02:24+0000,Obituary (Obit),1043,24,"Gil Loescher, 75, Refugees Expert Who Survived Iraq Bombing, Dies",World,Middle East
Was the virus here in January? In December? Earlier? Here’s a look at the evidence of how the virus emerged from China and landed in the United States.,2020-05-15T21:05:25+0000,News,1454,9,When Did the Coronavirus Arrive in the U.S.? Here’s a Review of the Evidence.,U.S.,
The House’s vote on Friday to allow lawmakers to work from afar will fundamentally change how Congress operates.,2020-05-15T18:38:20+0000,News,1423,23,"With Move to Remote Voting, House Alters What It Means for Congress to Meet",U.S.,Politics
